startupID,startupName,ICB_industry,accelaratorResult,accelerator,accleratorDate,ICB_sector,businessModel,dealInvestmentAmount,description,equityValuation,foundedDate,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,stageClassification,startupClassification,startupStatus,state,founderName,city,website,Lat,Lon
YNOS0918,GETNOW,Technology,,,,Software & Computer Services,B2C,[''],"Getnow.at is disrupting e-commerce in India by bringing the local shopping experience online with an express 90 minute delivery. Users can search,  discover and order products from stores in their city from their trusted local retailers. ",[''],,['Delivery services and logistics'],,,,['Seed Funding'],['ATULYA MITTAL'],['Angel'],['Online ordering and delivery'],['https://letsventure.com/AtulyaMittal'],[Timestamp('2015-07-06 00:00:00')],[''],,,,TrakIn,[''],['Hyperlocal and Logistics'],Angel investment,Maharashtra,['Jayesh Bagde'],Nagpur,,21.146633,79.08886
YNOS0919,GETSQUAREFEET.COM,Financials,,,,Financial services,B2C,,GetSquareFeet was born out of a very strong desire to solve the above problems of an individual investor. They are offering an investment platform that is technology-enabled and data-driven.,,2014-01-01 0:00:00,['Investment advisory and consultancy and financial consumer services'],Investopad,2014-08-01 0:00:00,,,"['ZISHAAN HAYATH, POWAI LAKE VENTURES, GROWX VENTURES']",,['Investment services'],,"[Timestamp('2015-02-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Fin-Tech and Payments'],Angel investment,Rajasthan,[],Udaipur,https://getsquarefeet.com,24.57127,73.691544
YNOS0920,GETVEE TECHNOLOGIES,Technology,,,,Software & Computer Services,B2C,"['',  '']",GetVee Technologies Private Limited designs and develops mobile dating application.,"[259.9773468,  '']",2014-01-01,['Connect People for Dating and Matrimonial'],,,,"['Series A',  'Bridge']","['GANESH KRISHNAN',  'GANESH KRISHNAN']","['Angel',  'Angel']",['Application for dating'],"['',  '']","[Timestamp('2014-09-04 00:00:00'),  Timestamp('2014-09-04 00:00:00')]","[63.46864803,  '']",,,,VCC,"['Seed',  '']",['Social Platforms'],Angel investment,,['Nitin Gupta'],New Delhi,http://www.getwedlock.com,28.526592,77.290169
YNOS0921,GETYANA,Technology,,,,Software & Computer Services,B2C,,It is an automated chat based engine to get groceries cabs services and contacts. The app aims to simplify it for users and instead of using a number of apps this app saves storage for the user and gets everything done from one single app.,,,['Utility services'],,,,,['PUNEET GUPTA'],,['Single app for getting utilities'],,"[Timestamp('2017-03-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],Angel investment,Haryana,"['RAHUL GUPTA',  'AASHISH GUPTA',  'ANKIT SHARMA']",Gurgaon,http://getyana.com/,28.457523,77.026344
YNOS0922,GFOI RETAIL,Consumergoods,,,,Food and beverage,B2C,[''],"GFOI retail Private Limited provides food products online in India. It offers sweets,  savouries,  snacks,  sides,  papads/pickles,  masalas and mixes,  and bakery products.",[''],2015-01-01,['Food product'],,,,['Series A'],['LN SADANI'],['Angel'],['food product'],['https://in.linkedin.com/in/lnsadani'],[Timestamp('2015-11-12 00:00:00')],[41.69911367],,,,Deal Curry,['Seed'],['Consumer Products and Services'],,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0923,GHAR360,Technology,,,,Technology Hardware & Equipment,B2C,,A cloud-based 3D augmented reality platform for home design that allows users to customize and visualize their home before they buy or build.,,,['3D Printing'],TLabs,2014-03-01 0:00:00,,,[''],,['3D AR products'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Technology'],,,[],Noida,http://www.ghar360.com/,28.535517,77.391029
YNOS0924,GHARWAALATIFFIN,Consumergoods,,,,Food and beverage,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,,[],Chennai,,12.981241,80.20945
YNOS0925,GHOST,Technology,,,,Software & Computer Services,B2C,,Ghost is an beautiful and wonderful blogging platform which has the potential to replace Wordpress - the blogging turned CMS platform.,,,['Website for information'],,,,,[''],,['Blogging platform'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,['Social Platforms'],Incubation,,[],Siliguri,,26.743464,88.416252
YNOS0926,GHOST VR,Consumergoods,,,,personal and household goods,B2C,,GhostVR is an emerging start-up from IIT Madras which deals in designing and developing a VR/AR headset.,,,['Software services for consumers'],,,,,[''],,['Virtual Reality platform'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",IITM,,"['Software and Internet Services',  'Not required']",Incubation,,[],,,,
YNOS0927,GIFTASSETS,Financials,,,,Financial services,B2C,,GiftAssets is an online platform to gift mutual funds and ETFs,,,['Alternative Funding Platforms'],Startupbootcamp,2017-01-01 0:00:00,,,[''],,['Mutual fund gifting'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Fin-Tech and Payments'],,,[],Bengaluru,https://www.giftassets.com/,13.094454,77.586014
YNOS0928,GIGSTART,Consumerservices,,,,Retail,B2C,,Gigstart is an online e-commerce platform and community that enables consumers entertainers and event planners to connect with each other.,,2013-01-01 0:00:00,['Event Management'],GSF Accelerator,2014-06-01 0:00:00,,,"['ANAND CHANDRASEKARAN, KUNAL BAHL, ROHIT BANSAL, RAJESH SAWHNEY']",,['Event Planner'],,"[Timestamp('2014-11-01 00:00:00'),  '',  '']","[1.28,  '',  '']","[4.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],Angel investment,New Delhi,"['ATIT JAIN',  'MADHULIKA PANDEY']",New Delhi,http://www.gigstart.in/,28.526592,77.290169
YNOS0929,GIJUTSU SOLUTIONS,Technology,,,,Software & Computer Services,B2C,"['',  '']","An Android application that enables people to buy products from people around the neighborhood and allows people to sell products to those in their neighborhood. Its application allows buyers to discover products by nearby people,  chat one-on-one with the seller,  and get products, and sellers to sell products to nearby buyers.","['',  '']",2016-01-01,['Buy and Sale goods and products'],,,,"['Seed',  'Seed']","['KUNAL NARESH SHAH',  'SANDEEP TANDON']","['Angel',  'Angel']",['Application to buy and sell goods'],"['',  '']","[Timestamp('2016-06-08 00:00:00'),  Timestamp('2016-06-08 00:00:00')]","['',  '']",,,,VCC,"['',  '']",['Internet marketplace and e-Commerce'],Angel investment,Maharashtra,"['Sumit Gupta',  'Pulkit Gupta',  'Saurabh Jain']",Mumbai,http://www.listup.co.in,19.180874,72.857452
YNOS0930,GINERGERCRUSH,Consumerservices,,,,Retail,B2C,,At Gingercrush They offer you an innovative on demand retail platform where you can instantly shop create or customize products to fit your personal style and taste.,,2013-01-01 0:00:00,['Fashion'],,,,,"['MUMBAI ANGELS, OTHERS']",,['Online shopping'],,"[Timestamp('2016-02-01 00:00:00'),  '',  '']","[6.4,  '',  '']","['',  '',  '']","['Angel forums',  '',  '']","['',  '',  '']",VI,,['Internet marketplace and e-Commerce'],Angel investment,,"['SAUMYA NIDHI',  'RAJVI MAKOL']",Vadodara,http://www.gingercrush.com/,22.310696,73.192635
YNOS0931,GINGERWEARS.COM,,,,,,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,[],Angel investment,,[],,,,
YNOS0932,GIRNARSOFT EDUCATION SERVICES,Technology,,,,Software & Computer Services,B2C,,"Girnarsoft Education Services Pvt. Ltd. develops and operates an online portal connecting colleges and their course listings with interested students. Its portal enables students in exploring top institutions,  colleges,  and universities in India by rank,  courses,  specialization,  facilities,  and location. The company also provides information on entrance exams and rankings.",,2015-01-01 0:00:00,['Online or other forms of student support'],,,,,[''],,['Online portal connecting college and students'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Edu-Tech'],Angel investment,Haryana,"['Ruchir Arora',  'Arshindar Randhawa']",Gurgaon,,28.457523,77.026344
YNOS0933,GK PAPERS,,,,,,,,The company's line of business includes the wholesale distribution of wrapping and other coarse paper products.,,1999-01-01,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,[],Angel investment,USA,[],,,,
YNOS0934,GLADIRIS TECHNOLOGIES,Industrials,,,,Industrial goods and services,B2B,"[10.08385524,  10.08385524,  10.08385524,  10.08385524]",Gladiris Technologies Pvt. Ltd. develops and provides a platform that allows businesses to electronically transact and communicate with their vendors/suppliers and customers to get information about the business and their supply chain activities.,"['',  '',  '',  '']",2015-01-01,['Communication services'],,,,"['Seed',  'Seed',  'Seed',  'Seed']","['ADISESHAN SARAVANAN',  'MAHENDRA V DOSHI',  'PRAVIN RAGHUVIR DONGRE',  'RAHUL CHANDRAKANT KIRLOSKAR']","['Angel',  'Angel',  'Angel',  'Angel']",['Platform for businesses to communicate with vendors'],"['https://in.linkedin.com/in/saravanan-adiseshan-74689955',  'http://in.reuters.com/article/idINFWN1FD0HT',  '',  '']","[Timestamp('2016-06-22 00:00:00'),  Timestamp('2016-06-22 00:00:00'),  Timestamp('2016-06-22 00:00:00'),  Timestamp('2016-06-22 00:00:00')]","[40.33542096,  40.33542096,  40.33542096,  40.33542096]",,,,VCC,"['Seed',  'Seed',  'Seed',  'Seed']",['Software and Internet Services'],Angel investment,Maharashtra,"['Ashwani Kumar Singh Rathore',  'Harshal Ingale',  'Sandeep Sethi']",Pune,http://www.spiderg.com,18.50989,73.807182
YNOS0935,GLAM ONLINE,Consumerservices,,,,Retail,B2C,[''],"Glam Online Pvt. Ltd. operates a chain of salons that provide beauty,  grooming,  and makeup services. The company also provides at home services. It allows customers to book appointments online. ",[''],2016-01-01,"['Specialized Consumer Services',  'Servicing']",,,,['Seed'],['AQEEL AHMED'],['Angel'],['Beauty saloon'],['http://www.investing.com/members/109771'],[Timestamp('2016-02-10 00:00:00')],[''],,,,VCC,[''],['Consumer Products and Services'],Angel investment,Uttar Pradesh,"['Sadiya Nazeem',  'Darakshan Husain',  'Feeroz']",Noida,http://www.glamstudios.in,28.535517,77.391029
YNOS0936,GLAM STUDIOS,Consumerservices,,,,Retail,B2C,,Glam Studios is Indias first chain of technology-driven and quality-conscious salons to suit realistic budgets of our customers.,,2015-01-01 0:00:00,['Specialized Consumer Services'],,,,,"['ANAND LADSARIYA, OTHERS']",,"['Grooming for men',  'Salons']",,"[Timestamp('2016-02-01 00:00:00'),  '',  '']","[2.0,  '',  '']","['',  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],Angel investment,New Delhi,"['SADIYA NASEEM',  'DARAKHSHAN HUSAIN',  'FEEROZ KHAN']",New Delhi,http://www.glamstudios.in/,28.526592,77.290169
YNOS0937,GLAMRS,Technology,,,,Software & Computer Services,B2C,[''],"Newgen Internet Networks Pvt. Ltd. owns and operates a content-plus-e-commerce portal for beauty products and tips. The portal provides content related to beauty,  including reviews,  expert tips,  ratings,  How-To videos,  demos,  and features.",[''],2010-01-01,['Marketplace'],,,,['Private Equity'],['NIKUNJ JHAVERI'],['Angel'],['Marketplace for spa products'],[''],[Timestamp('2015-06-01 00:00:00')],[64.15248257],,,,TrakIn,['Seed'],['Internet marketplace and e-Commerce'],,Maharashtra,[],Mumbai,,19.180874,72.857452
YNOS0938,GLASSBEAM,Technology,,,,Software & Computer Services,B2B,,Glassbeam is the machine data analytics company. Bringing structure and meaning to data from any connected device Glassbeam provides actionable intelligence around the Internet of Things.,,,['Big Data Analytics and Machine learning'],,,,,['SRI CAPITAL'],,"['Innovation',  'IOT']",,"[Timestamp('2014-08-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Venture capital',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],VC Funded,Karnataka,"['KUMAR MALAVALLI',  'PUNEET PANDIT']",Bengaluru,http://www.glassbeam.com,13.094454,77.586014
YNOS0939,GLOBAL EDU4SHARE,Technology,,,,Software & Computer Services,B2C,,Global Edu4Share Private Limited operates an e-commerce education portal focused on competitive exams.,,2015-01-01 0:00:00,['Training for entrance exams'],,,,,[''],,['E-Commerce education portal'],[''],[Timestamp('2015-08-17 00:00:00')],[13.47202134],,,,VCC,['Pre-Seed'],['Edu-Tech'],Angel investment,,"['Jerry Josh',  'Ashvini Jakhar']",New Delhi,http://www.edu4share.com,28.526592,77.290169
YNOS0940,GLOBAL EDU4SHARE,Technology,,,,Software & Computer Services,B2C,[''],"Global Takeoff,  Inc. provides technology services and solutions. The Company offers mobile application development,  remote video consultation,  analytics solutions,  migrating data,  cloud computing,  device testing,  remote water management,  machine to machine,  information technology services,  and software solutions.",[''],2006-01-01,['Internet and software development'],,,,['Seed'],['SASHI PARVATHA REDDI'],['Angel'],['software development'],[''],[Timestamp('2014-04-04 00:00:00')],[152.56886550000002],,,,VCC,['Series A'],['Software and Internet Services'],,USA,[],,http://www.globaltakeoff.com,,
YNOS0941,GLOBEVESTOR,Financials,,,,Financial services,B2C,,"Connects smart Capital and high-Impact Ideas,  across Borders. They help investors and entrepreneurs scale the geographical barriers separating smart capital and high-impact ideas in emerging markets.  Globevestor is backed by Boost VC,  Bill Draper and Tim Draper among several investors.",,,['Investment advisory and consultancy and financial consumer services'],Investopad,2015-02-01 0:00:00,,,[''],,['Helps in investment and raising capital'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Fin-Tech and Payments'],,,[],San Mateo,https://www.globevestor.com/,,
YNOS0942,GLOSIM,Telecommunication,,,,Telecommunication,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Others'],Angel investment,,[],,,,
YNOS0943,GLOW PRIME TECHNOLOGIES,Consumerservices,,,,Retail,B2C,"['',  '',  '',  '']",Glow Prime Technology Private Limited provides an online platform to book and get on demand beauty services at doorstep.,"[68.00163153,  68.00163153,  68.00163153,  68.00163153]",2015-01-01,['Home services'],,,,"['Seed',  'Seed',  'Seed',  'Seed']","['BRIJ BHUSHAN',  'DEEPAK SINGH',  'KETAN KUMAR',  'SAHIL BARUA']","['Angel',  'Angel',  'Angel',  'Angel']",['Application to book beauty services'],"['https://in.linkedin.com/in/brijbhushan1',  'https://in.linkedin.com/in/deepak-singh-aa239048',  'https://in.linkedin.com/in/ketan-kumar-484b7228',  '']","[Timestamp('2015-06-26 00:00:00'),  Timestamp('2015-06-26 00:00:00'),  Timestamp('2015-06-26 00:00:00'),  Timestamp('2015-06-26 00:00:00')]","[7.698297909,  7.698297909,  7.698297909,  7.698297909]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed']",['Hyperlocal and Logistics'],Angel investment,Karnataka,"['Prateek Jain',  'Shashank Gupta',  'Kavish Desai']",Bengaluru,http://www.stayglad.com,13.094454,77.586014
YNOS0944,GLUE DESIGN,,,,,,,"['',  '',  '',  '']",,"[122.53124170000001,  122.53124170000001,  122.53124170000001,  122.53124170000001]",2009-01-01,[],,,,"['Seed',  'Seed',  'Seed',  'Seed']","['AMITABH MALL',  'HARMINDER SAHNI',  'NEERAJ AGGARWAL',  'ROHIN MITTAL']","['Angel',  'Angel',  'Angel',  'Angel']",[],"['http://www.bcg.com/people/experts/amitabh-mall.aspx',  'https://in.linkedin.com/in/harmindersahni',  '',  '']","[Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00'),  Timestamp('2015-03-01 00:00:00')]","[20.52879442,  20.52879442,  20.52879442,  20.52879442]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed']",[],,,[],,http://www.gluedesign.in,,
YNOS0945,GMM NET SERVICES .,,,,,,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Edu-Tech'],Angel investment,,[],,,,
YNOS0946,GO COLLAB,Technology,,,,Technology Hardware & Equipment,B2B2C,,"Pico Energy addresses the basic lighting and mobile phone charging needs of the non/under-served household & micro-enterprises in rural and urban regions through its product,  Helios.",,,['Alternate energy sources'],Zone Startups India,2016-09-01 0:00:00,,,[''],,['Household energy providers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Clean Technology'],,,[],Mumbai,,19.180874,72.857452
YNOS0947,GOBUMPR,Consumerservices,,,,Retail,B2C,,"GoBumpr is your one stop shop to service maintain and repair all of your cars & bikes at a single tap of your mobile screen starting from Car Service Bike Service 24x7 Breakdown Assistance Car Repair Bike Repair On Road Assistance Tyre Puncture Assistance to Finding Petrol Bunks on the go.

",,,['Home Improvement Retailers'],,,,,['CHENNAI ANGELS'],,['Cleaning services'],,"[Timestamp('2017-01-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Angel forums',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],Angel investment,Tamil Nadu,"['NANDHA KUMAR RAVI',  'KARTHIK VENKATESWARAN',  'SUNDAR NATESAN']",Chennai,https://gobumpr.com,12.981241,80.20945
YNOS0948,GODEL TECHNOLOGIES,Healthcare,,,,Healthcare,B2C,"['',  '',  '']",Start-up that provides online medical advises through video chats,"['',  '',  '']",2015-01-01,['Telemedicine and Online health care platforms'],,,,"['Seed',  'Seed',  'Seed']","['MOHANDAS PAI',  'MOHIT KUMAR SAXENA',  'RAGHUNANDAN GANGAPPA']","['Angel',  'Angel',  'Angel']",['Health care service providers through video chat'],"['',  '',  '']","[Timestamp('2016-01-28 00:00:00'),  Timestamp('2016-01-28 00:00:00'),  Timestamp('2016-01-28 00:00:00')]","['',  '',  '']",,,,VCC,"['',  '',  '']",['Health-Tech'],Angel investment,Karnataka,"['Abhishek Kumar',  'Vikash Singh',  'Jugal Anchalia']",Bengaluru,https://justdoc.com,13.094454,77.586014
YNOS0949,GODOF HOSPITALS,,,,,,,[128.30496509999998],,[''],,[],,,,['Seed Funding'],['PANKAJ GUPTA'],['Angel'],[],[''],[Timestamp('2015-12-01 00:00:00')],[128.30496509999998],,,,TrakIn,['Seed'],[],,,[],,,,
YNOS0950,GOEASY,Technology,,,,Software & Computer Services,B2C,,Goeasy mobile city guide is an offline mobile local search.,,,['Specialized Consumer Services'],,,,,[''],,"['Mobile yellow pages',  'Offline search']",,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,['Consumer Products and Services'],Incubation,Tamil Nadu,[],Chennai,,12.981241,80.20945
YNOS0951,GOLDEN HILLS ESTATES P,Consumergoods,,,,Food and beverage,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,,[],,,,
YNOS0952,GOLDVIP TECHNOLOGY SOLUTIONS,Technology,,,,Software & Computer Services,B2B,[''],It is a mobile app which is set to revolutionize retail business in India. Its a customer club through which customers get cash back each time they visit and spend on retail outlets.,[20.749365700000002],2014-01-01,['Customer service for business'],,,,['Seed'],['PALLAV PANDEY'],['Angel'],"['O2O marketing  and data platform',  'Connecting consumer groups and retailers']",[''],[Timestamp('2014-03-10 00:00:00')],[4.882203695],,,,VCC,['Pre-Seed'],['Industrial and Business Products and Services'],Angel investment,Haryana,"['Ashish Munjal',  'Sameer Grover']",Haryana,http://www.crownit.in,,
YNOS0953,GOMALON TECHNOLOGY VENTURES,Technology,,,,Software & Computer Services,B2C,,"Gomalon Technology Ventures Private Limited owns and operates an online search portal and booking system for wellness. It enables users to find spas,  salons,  fitness,  and wellness centers in Bengaluru,  India.",,2014-01-01,['Booking'],,,,,[''],,['Online booking of spa and salons'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Internet marketplace and e-Commerce'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0954,GOMECHANIC,Consumerservices,,,,Retail,B2C,,"Automotive services platform for cars,  GoMechanic has secured $250, 000 from Venture Catalysts. The funds will be utilised to build tech infrastructure and towards team expansion. The startup aims to leverage technology to assist Indian car owners find automobile repair & maintenance service providers in their vicinity,  and provides original spare parts for all the services booked at its partner service centres. The startup also ensures availability of spare parts in a timely fashion through personalised procurement.",,,['Automobiles & Auto Parts services'],Venture Catalysts,2016-12-01 0:00:00,,,[''],,['Automobile servicing'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Consumer Products and Services'],,,[],Gurgaon,http://gomechanic.in/,28.457523,77.026344
YNOS0955,GOODBOX,Consumerservices,,,,Retail,B2B2C,,Goodbox is a B-B-C Commerce Network that provides Businesses a Mini App & Consumers a Mega App.,,2015-01-01 0:00:00,['DevOps'],,,,,"['APRAMEYA RADHAKRISHNA, OTHERS']",,['Mobile app development'],,"[Timestamp('2015-07-01 00:00:00'),  '',  '']","['',  '',  '']","[2.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],Angel investment,Karnataka,"['CHARAN SHETTY',  'MOHIT MAHESHWARI',  'MAHESH HERLE',  'ANAND KELAGINAMANI',  'NITHIN CHANDRA',  'ABEY ZACHARIAH',  'MAYANK BIDAWATKA']",Bengaluru,http://goodbox.in,13.094454,77.586014
YNOS0956,GOODPEOPLE CLOTHING COMPANY,Consumergoods,,,,personal and household goods,B2C,,Goodpeople Clothing Company Pvt. Ltd. manufactures jeans for men and women. It serves customers via online.,,2015-01-01 0:00:00,['Clothing & Accessories'],,,,,[''],,['Jean manufacturers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Consumer Products and Services'],Angel investment,,"['Shyam Sukhramani',  'Himanshu Shani',  'Mia Morikawa']",New Delhi,,28.526592,77.290169
YNOS0957,GOODSERVICE,Technology,,,,Software & Computer Services,B2C,,"Goodservice is a mobile application that takes care of all your needs over simple chat. When you send us a chat message,  our systems get to work understanding your need. They match your request,  location,  budget & schedule to find the most reliable and qualified service provider options

.",,2014-01-01 0:00:00,['Servicing'],,,,,[''],,['Mobile app to get all kinds of srvices'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Consumer Products and Services'],Angel investment,,['Vipul Aggarwal'],New Delhi,,28.526592,77.290169
YNOS0958,GOONIONS.COM,Consumergoods,,,,Food and beverage,B2C,,Online grocery store,,,['Online Grocery'],,,,,[''],,['Groceries'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,['Hyperlocal and Logistics'],Acceleration,Haryana,[],Gurgaon,,28.457523,77.026344
YNOS0959,GOQII,Healthcare ,,,,Healthcare ,B2C,[''],"GOQii Inc. provides digital health and wellness solutions for customers worldwide. It offers activity tracker wearables and an application that tracks users sleep,  steps,  active time,  distance,  and calories burned, and provides caller ID,  SMS and Whatsapp alerts,  alarms,  and coach notifications.",[''],2013-01-01,['Telemedicine and Online health care platforms'],,,,['Private Equity'],['VIJAY SHEKHAR SHARMA'],['Angel'],['Digital health and wellness solution'],[''],[Timestamp('2015-07-03 00:00:00')],[''],,,,TrakIn,[''],['Health-Tech'],,,['VISHAL GONDAL'],Menlo Park,http://goqii.com,,
YNOS0960,GORKHA,Technology,,,,Software & Computer Services,B2C,[10.26439721],Digital Gorkha develops a Web-based software solution that enables residents/flat-owners to manage housing visitors from invitation to checkout.,[''],2015-01-01,['Software services for consumers'],,,,['Seed'],['RAMESH KAVEDIYA'],['Angel'],['Web based applicatin for resident owners'],[''],[Timestamp('2015-03-16 00:00:00')],[10.26439721],,,,Deal Curry,['Pre-Seed'],['Software and Internet Services'],,Maharashtra,[],Mumbai,,19.180874,72.857452
YNOS0961,GOSOLAR VENTURES,Industrials,,,,Industrial goods and services,B2C,,"Gosolar Ventures Pvt. Ltd. operates an online marketplace for solar products. Its platform empowers owners,  solar system designers and integrators,  financiers,  equipment providers,  and relevant stakeholders of the solar industry,  and sells products in the areas of modules,  solar inverters,  structures,  peripherals,  tools,  solar gadgets,  and earthling and lightning. ",,2015-01-01 0:00:00,"['Buy and Sale goods and products',  'Solar energy']",,,,,[''],,['Online market place for solar products'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,"['Internet marketplace and e-Commerce',  'Clean Technology']",Angel investment,Gujarat,"['Anmol Singh Jaggi ',  'Puneet Singh Jaggi']",Ahmedabad,,23.00795,72.553757
YNOS0962,GOSPELL,Technology,,,,Software & Computer Services,B2C,,"Gospell Digital Technology Co.,  Ltd. provides DTV and triple-play solutions for digital TV/OTT related projects.",,1993-01-01,['Software services for consumers'],,,,,[''],,['DTH for TV'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Software and Internet Services'],Angel investment,China ,[],,,,
YNOS0963,GOYANO,Consumergoods,,,,personal and household goods,B2C,,Goyano is a free crowd sourced community which helps users to explore and book events around them avail discounts chat with users establishment owners artists and chefs and receive real time feedback.,,2015-01-01 0:00:00,['Booking'],,,,,['MUKESH KUMAR'],,"['Online booking of events',  'Feedback']",,"[Timestamp('2016-02-01 00:00:00'),  '',  '']","[0.32,  '',  '']","[1.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Internet marketplace and e-Commerce'],Angel investment,New Delhi,"['GAURAV SINGH',  'NITIN SHARMA',  'GAURAV SINGH']",New Delhi,http://www.goyano.com/,28.526592,77.290169
YNOS0964,GRAB,Consumerservices,,,,Retail,B2B,[''],Grab is a delivery service for businesses & merchants to bridge the gap between them and its consumer.,[''],,['Delivery services and logistics'],,,,['Seed Funding'],['HARESH CHAWLA'],['Angel'],['Delivery service for businesses & merchants'],['http://www.foundingfuel.com/contributor/haresh-chawla/'],[Timestamp('2015-04-27 00:00:00')],[64.15248257],,,,TrakIn,['Seed'],['Hyperlocal and Logistics'],Angel investment,Maharashtra,"['Jignesh Patel',  'Pratish Sanghvi']",Mumbai,https://www.grab.com/,19.180874,72.857452
YNOS0965,GRAB THE GREEN,Consumergoods,,,,Food and beverage,B2C,,Delivery of vegetables and fruits,,,['Food Products'],,,,,[''],,['Fruits and Vegatables Sale'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,"['Hyperlocal and Logistics',  'Not required']",Acceleration,Maharashtra,[],Pune,,18.50989,73.807182
YNOS0966,GRABON,Technology,,,,Software & Computer Services,B2C,,"GrabOn is an online coupons,  offers,  promo codes,  and coupon codes site.",,2014-01-01 0:00:00,['Coupons and Deals'],,,,,[''],,['Online Coupons and deals'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Internet marketplace and e-Commerce'],Angel investment,Andhra Pradesh,"['Ashok Reddy',  'Bhanu P Raju']",Hyderabad,,17.437462,78.448288
